revenue,profit,balance,transactions,loan_amount,default
362490,95750,33314,260,244997,0
566176,-32905,383896,252,181951,1
529565,64722,288030,292,279495,0
356673,193989,465268,29,251315,0
464571,66733,114743,42,187289,0
492935,197462,37514,247,125901,0
385051,64435,203094,173,55134,0
339015,179422,367435,291,70860,0
717042,91456,400994,107,281894,0
398571,86235,88243,112,205329,0
715478,115544,335575,44,296364,0
287189,-37443,128882,29,58481,1
939331,176242,186591,222,272991,0
291099,157559,326029,270,99631,0
752838,-4140,283885,191,150337,1
997908,85541,228135,254,90679,0
630778,144116,292301,193,104415,0
458234,89638,224228,289,179283,0
381077,187657,63525,102,117449,0
399878,40802,301406,63,284260,0
975176,23278,344809,156,245595,0
244317,43326,247092,298,98266,0
634257,132819,108322,107,194345,0
951186,51750,345314,31,183885,0
131551,114363,74148,146,262861,1
996576,184085,130585,22,291518,0
348077,27206,391362,24,178110,0
311227,182340,69708,35,170883,0
881809,-49250,235138,23,135454,1
617776,148015,411650,146,129789,0
848397,121994,231814,283,139250,0
522650,91484,63400,229,152316,0
740105,187591,336820,227,276953,0
426711,15643,428412,39,233417,0
556701,52420,190486,113,50848,0
889966,173296,329071,254,279538,0
119580,67928,207703,255,114622,1
234279,148329,266386,296,114111,0
186654,72087,426763,112,215386,1
254264,9709,391896,123,224640,0
512561,123966,84972,55,260659,0
566871,-29932,352888,68,189397,1
984170,37316,490307,286,175286,0
566574,117549,304644,50,90246,0
772635,76579,269469,149,119665,0
469229,-48374,303234,83,210905,1
138519,167894,195578,208,126537,1
567168,2505,284144,29,66852,0
834712,127632,29373,94,191458,0
508465,117675,403312,138,284866,0
733192,-41704,131774,46,270830,1
906328,610,315893,186,190599,0
827873,198599,201348,232,268375,0
708247,69356,457503,158,145853,0
597116,15254,221556,283,160097,0
808810,129572,290058,283,251924,0
356202,179954,172882,48,269469,0
358390,138493,139595,142,279793,0
775628,2117,61400,289,148841,0
196327,137517,325852,80,181984,1
911579,4344,169676,171,164920,0
455978,86592,123334,80,284700,0
651328,35004,434279,265,122112,0
446505,-29231,419985,219,227313,1
168091,151193,405894,282,287438,1
814844,131295,133964,23,161640,0
859710,102566,79119,225,89761,0
439505,123299,466801,285,62056,0
308153,6421,339217,227,133480,0
319032,69972,197001,276,166174,0
188197,122912,273183,153,115142,1
627471,49689,386695,52,84672,0
740938,-49781,287328,170,268297,1
412760,63527,22292,172,62150,0
886553,88355,369040,32,252623,0
568927,70355,93600,214,84906,0
186878,124721,397446,232,258180,1
647459,48512,115632,177,174808,0
590522,193347,283195,129,275632,0
934653,-18514,67007,118,207010,1
312997,11712,254916,115,180146,0
269844,64025,400436,280,82816,0
221175,179584,356374,168,118109,0
436776,185005,478044,170,62065,0
920836,-31312,413155,31,159892,1
387433,40365,373203,222,188549,0
872522,-5551,237675,67,276614,1
171298,-22098,402189,115,218915,1
894056,57199,137704,77,255995,0
296714,122992,248687,257,70242,0
899729,129128,293613,243,242506,0
928049,120740,41322,216,162701,0
803438,31702,491705,187,183403,0
802631,182358,225245,127,222416,0
482771,-39669,323083,46,115162,1
575649,-9220,399202,40,69105,1
379653,132980,456772,50,55407,0
587754,-43499,63672,131,110618,1
958842,115415,96620,292,274970,0
564483,971,312682,104,265724,0
599511,169165,158376,167,281059,0
794142,105349,348038,78,122508,0
906846,-15508,225220,225,76516,1
936130,183021,397682,109,277325,0
467786,49818,152554,191,119278,0
350645,32602,410334,120,77129,0
995622,107742,345159,223,191387,0
346076,171673,165709,59,229001,0
444871,64392,117164,279,134882,0
155367,162440,68886,163,260833,1
926991,121063,45217,123,198023,0
335512,42918,302320,190,161723,0
883378,-19307,193988,84,254914,1
478745,81685,271512,39,138982,0
851027,176990,371286,195,90099,0
667540,-9455,361260,45,86765,1
431489,126059,323174,56,95517,0
546782,59772,403926,146,175818,0
520162,146495,163320,167,296372,0
192800,41866,54264,209,112817,1
700290,23823,361764,80,232357,0
158480,129528,31704,25,279577,1
653254,193292,482810,225,270002,0
540762,160543,157111,173,198323,0
119597,187673,222144,188,129471,1
492056,80159,377675,181,66589,0
642613,-20590,476830,166,115929,1
725125,74051,190819,100,120358,0
876834,-17399,457623,36,153418,1
652505,13666,246067,97,102193,0
667097,52766,70045,98,256856,0
219662,-30207,278298,56,124105,1
631284,-28118,82285,205,94541,1
296767,27373,216556,265,201823,0
396511,166259,465206,64,107037,0
894909,189815,432578,241,89897,0
627168,185451,45703,192,177275,0
181253,157976,481472,272,247102,1
141219,-22517,84356,196,196603,1
917770,108957,78799,91,270109,0
211668,155508,37335,218,101678,0
251890,125719,423856,140,218493,0
694211,-31200,444319,170,197056,1
876262,165936,94892,222,297678,0
327069,3743,336120,120,225281,0
270353,127220,475754,82,205055,0
647735,146452,196386,191,232942,0
333335,139256,243158,250,144654,0
703466,-8303,357694,232,66122,1
327400,94884,393934,224,146682,0
699172,163941,112348,188,187431,0
854820,156930,258626,236,298767,0
115724,12319,338387,274,170110,1
879520,-1948,270771,59,273789,1
250308,-23206,146199,93,92901,1
432267,-19496,377870,185,240622,1
849543,-2945,189186,160,225719,1
909440,108495,322897,223,142446,0
483433,154553,260719,292,252960,0
410069,119343,393651,126,149480,0
959679,53954,232984,177,275561,0
492045,-48947,112927,189,55505,1
353527,123491,175256,218,156742,0
185892,152811,66286,250,232905,1
990755,153128,249581,37,183039,0
410302,175152,352039,141,148194,0
280807,67394,234963,282,298904,0
680114,57863,433954,71,286817,0
190898,60399,291929,203,285669,1
292617,94199,392466,252,96955,0
161412,49373,104488,173,167903,1
710796,93986,343772,174,245238,0
907061,-23286,409428,52,91307,1
143198,30837,319367,75,250346,1
817399,198002,467833,165,94343,0
829178,100736,146331,104,93130,0
139290,194687,460761,119,152143,1
922678,-9792,293112,203,63706,1
167352,24920,140299,215,119001,1
390347,-11341,147281,25,170004,1
944460,163430,213185,199,292097,0
955612,-25874,290689,138,70234,1
203381,180203,124569,217,207679,0
960763,19181,488122,113,87303,0
946602,49754,458280,296,104278,0
413134,3930,307554,220,199695,0
825650,81411,363249,293,52883,0
220287,88868,267869,208,213233,0
335577,-706,460201,45,78569,1
677717,148105,239109,239,147487,0
512041,104354,183019,288,128940,0
107236,136664,464274,246,262264,1
838263,183548,429697,256,50912,0
916942,5531,289593,209,292978,0
827380,174354,441574,94,255262,0
794834,82897,158869,118,155252,0
807382,-26055,395873,115,179761,1
667970,194014,475692,162,83893,0
668105,19073,328088,259,242493,0
534704,113124,449401,180,102993,0
328236,152658,262970,138,132236,0
807161,-346,330973,111,132287,1
429318,46509,130677,75,279223,0
396831,99880,361449,255,235461,0
246300,85121,292464,159,219173,0
393111,122770,184239,264,134765,0
891119,184613,185230,291,293084,0
105361,57536,337318,67,126201,1
240216,35079,77645,77,200211,0
758401,54702,306809,210,56196,0
780861,125768,49822,94,148833,0
779744,185095,489347,29,194689,0
799838,-33341,330115,155,270079,1
567769,42638,145159,143,248243,0
195190,134317,189532,281,298509,1
370751,54937,484417,78,277067,0
988150,73129,73686,20,59222,0
175468,105929,288068,73,263115,1
718208,39032,392084,158,200579,0
234247,75757,209457,115,253627,0
953019,7085,302086,31,282074,0
588868,-35692,348076,73,271991,1
354733,59751,140181,226,127793,0
631845,98235,146709,28,158099,0
423688,3431,450157,150,283678,0
809600,-8094,370673,125,263858,1
919358,-3500,341722,62,125697,1
503735,83310,305343,78,52061,0
316980,98520,283817,190,62125,0
947167,50097,339696,106,212563,0
396256,159825,263209,194,241655,0
765420,108200,44493,186,244412,0
370810,131540,212594,141,219377,0
528459,94066,343375,78,56669,0
148316,39102,24069,121,62500,1
858798,-39691,279499,167,273873,1
342024,152068,148799,215,207688,0
898770,137811,396744,59,194092,0
914508,104257,128448,144,182661,0
464239,17117,463286,81,115603,0
103053,47400,285044,155,275888,1
104215,65472,434052,160,75479,1
285999,178692,311526,204,87944,0
516835,91586,49976,113,146956,0
126203,157199,403624,110,173600,1
220538,-8525,43516,108,237444,1
477750,158937,70419,151,82917,0
334560,162674,485329,142,231953,0
542465,88151,369635,216,265675,0
433227,102121,132485,174,122387,0
272635,185897,162801,300,179343,0
410292,-4374,259852,262,263015,1
373511,137394,260998,190,292826,0
517137,133303,80259,204,278001,0
799949,66183,265668,64,131372,0
617304,518,128932,150,285984,0
756301,141151,253585,276,272533,0
983807,170506,123490,59,229996,0
512496,95280,30622,126,254022,0
154067,166873,281257,97,119502,1
808755,129792,347825,58,138988,0
130257,108815,442436,81,116636,1
884955,117052,145377,85,104765,0
527724,16810,485703,283,248091,0
692572,150913,327312,117,198955,0
584216,96396,465577,223,186221,0
525221,78243,410775,204,145561,0
633600,128816,57198,132,195903,0
810972,3795,105604,81,116077,0
304672,162662,195420,271,292961,0
713478,177410,493281,81,193957,0
626953,61377,432143,221,59801,0
537156,-18037,47931,64,288143,1
333390,114519,200620,150,171698,0
547401,129798,236641,129,239130,0
884816,156322,357295,270,274175,0
616037,114237,471935,175,257557,0
609017,41469,235383,159,95614,0
740187,-13200,393675,185,234845,1
803893,114342,407805,251,290129,0
280235,24535,433627,288,153835,0
311698,-41429,71137,21,256978,1
941603,29226,283362,97,288078,0
314452,23199,161212,161,72810,0
643148,120798,186586,160,262440,0
520318,176774,160406,125,70052,0
286683,161014,275686,137,75498,0
426905,-3124,456011,206,121303,1
254120,55147,447442,57,111875,0
756890,98219,321291,81,166069,0
780333,91445,184822,137,267253,0
207877,153014,174783,94,278442,0
934106,-5153,303518,32,250529,1
318353,-46047,34261,48,83346,1
873495,192667,398215,154,196791,0
334407,100516,242018,135,57003,0
191647,-45088,114427,266,76051,1
988518,-2882,25550,122,247534,1
221087,69526,392721,71,67756,0
648844,173397,302054,193,117324,0
144813,9989,287493,155,127124,1
887285,69411,320280,216,291640,0
978216,-9610,90106,130,184616,1
551938,66248,475106,245,203224,0
266166,134213,495995,198,55198,0
837443,80732,66114,56,287263,0
684410,36331,153984,298,275056,0
210360,120908,438765,50,219126,0
385081,3243,187425,106,297556,0
830495,-4327,79473,93,50774,1
164561,179811,484233,205,123084,1
123514,1349,102239,75,218112,1
967950,117150,406503,44,59558,0
940138,53439,45749,283,262307,0
591363,50869,488894,237,260325,0
589732,-16485,325874,230,247099,1
445246,44716,493396,37,84079,0
529182,-42888,412075,141,168156,1
124215,147714,430488,162,53040,1
259899,195497,414772,182,140723,0
128541,140650,241832,223,218102,1
674578,14561,397860,112,126653,0
861776,75172,239030,175,230133,0
887379,29632,327040,152,156415,0
658418,6194,234618,271,77762,0
445095,198866,363212,187,230921,0
978290,-5437,333726,221,249874,1
767891,9561,241328,83,179315,0
139538,148185,421249,36,255418,1
336894,113162,81272,88,283259,0
584764,-36113,352078,82,251359,1
948657,-45105,395527,43,154104,1
201496,749,176419,104,257625,0
661136,114904,397130,219,69601,0
112766,45961,57275,223,59818,1
999748,187451,34304,72,143236,0
725680,139481,167289,60,221316,0
139171,19783,275643,123,253246,1
839689,162509,239884,191,62101,0
950197,178816,380460,172,243693,0
392591,74652,425770,66,294278,0
670069,187169,29140,198,69182,0
504669,46540,299099,192,148922,0
492707,102794,374847,21,101493,0
505784,-7655,451005,283,170062,1
838989,167616,202229,295,212060,0
337547,114381,402428,287,131651,0
626429,158757,416306,65,124976,0
696352,159282,247036,199,232466,0
775724,70969,21714,299,67938,0
830246,123543,197172,153,275845,0
315638,189139,483771,269,286370,0
610314,81985,62488,204,299721,0
994057,128833,353661,207,183048,0
542006,42810,194928,196,259563,0
501911,26481,253868,211,205828,0
332146,5737,395372,88,151404,0
921954,-38745,176088,73,73047,1
540850,110520,254736,192,202651,0
412500,107980,375115,120,165561,0
391297,108022,124391,195,171017,0
679131,98849,387692,214,224809,0
122706,87105,245301,61,86510,1
854151,104121,98568,175,72762,0
591559,-8582,487823,282,299823,1
421495,187581,448816,251,217647,0
725553,-6009,163845,129,168957,1
946033,112554,206804,131,122898,0
335237,102685,455296,36,176734,0
288122,171562,49428,276,226246,0
888856,-49204,250867,62,185561,1
429038,99534,217315,195,163107,0
411148,191701,48377,123,123394,0
477834,136906,458150,291,76987,0
724938,30900,121264,273,147804,0
491095,30577,252616,57,156260,0
804118,198159,256271,87,164759,0
359457,-45926,188312,22,103525,1
132820,98001,330989,173,276695,1
212416,98580,382392,36,176471,0
431390,37127,207423,117,177020,0
663825,-20520,96355,225,260100,1
324354,186314,240134,300,52667,0
773006,-48080,414985,33,69889,1
416136,141916,332866,58,111124,0
770446,99266,206484,39,159638,0
359032,159983,68971,39,289005,0
468152,-17425,284873,227,205651,1
536054,67581,68767,164,102083,0
789068,171306,141047,293,262342,0
553720,35446,285077,299,212349,0
531302,153775,265777,246,289382,0
735818,97441,294881,268,63427,0
499557,16165,187815,134,98207,0
723235,-13100,257088,45,180437,1
872861,53374,61943,247,150349,0
550696,67450,28087,148,276788,0
863417,-18521,58573,63,210609,1
884164,172584,363488,186,179005,0
920649,195212,340227,244,269099,0
488201,77188,459479,145,298833,0
565940,16761,150761,195,52374,0
681687,78727,251822,271,213290,0
954744,28057,104911,214,108210,0
179436,143616,138108,72,177531,1
161304,88056,143360,44,296293,1
295681,65210,385563,214,81293,0
797372,82824,280394,144,118985,0
819678,165859,86375,179,254636,0
837977,25027,375170,115,120115,0
940822,22739,106778,20,174031,0
654874,-46662,217621,244,149118,1
814302,-45034,482990,22,126147,1
355761,187647,69001,248,127150,0
573890,107831,31953,179,101453,0
176450,87855,465671,44,288620,1
768002,186296,224777,300,119847,0
131825,-46335,30586,176,130885,1
367873,71643,145552,222,66867,0
131978,131520,338316,57,292048,1
186598,4995,53565,106,183956,1
526461,-4219,230281,277,130318,1
335129,165872,252015,267,188849,0
860969,86621,34930,283,216787,0
147301,117045,444333,28,51005,1
375107,143799,487345,190,270024,0
589667,14456,40494,175,91489,0
482350,-34199,313333,288,227738,1
800825,68261,325174,39,99217,0
955639,108937,349261,226,77262,0
462574,-31569,362310,64,184267,1
585654,116395,391248,34,82491,0
269589,65963,295682,35,179030,0
515586,123277,92711,187,283725,0
217191,125460,134939,24,50374,0
501629,14395,291485,148,226919,0
899615,123496,466784,150,238784,0
612033,128934,28574,159,241834,0
832309,-7492,107999,266,125903,1
877776,186356,175853,45,215092,0
435664,107079,412826,173,61135,0
608194,143618,310436,110,232720,0
830923,-11129,259315,161,143217,1
645178,135224,372647,290,261895,0
597489,107618,367689,244,53355,0
211192,75143,162986,46,293884,0
675017,-9358,449242,172,134613,1
959534,-23208,332263,258,250738,1
554398,-8464,203544,188,225032,1
186829,187494,486329,154,194645,1
135809,-4089,443876,165,243674,1
761344,84669,267787,266,180641,0
107349,83246,419650,108,241463,1
809811,145796,141571,20,151039,0
648338,-13783,475377,199,146832,1
261644,-47126,155928,238,198701,1
982801,-42364,420812,290,236827,1
225280,119583,388213,65,177472,0
803827,101469,141903,262,133521,0
930205,197367,441528,266,50975,0
725248,122604,174675,194,106458,0
499258,78080,428651,266,120883,0
274003,186132,204340,208,279177,0
570922,125545,144246,251,222298,0
255619,24821,495914,245,119176,0
863578,115374,53906,58,238657,0
474930,-48755,307725,73,151324,1
705717,16902,300633,96,168516,0
428663,96952,78752,79,83154,0
785470,29946,474568,41,67183,0
339414,73844,418906,178,129591,0
629929,139553,496223,226,196710,0
967067,-33245,220317,125,69943,1
637698,163963,334752,229,164721,0
179596,51627,149572,249,165792,1
500165,-41749,392568,127,297311,1
131091,6159,252219,180,144090,1
458373,167834,197072,227,251834,0
714211,150160,142152,236,85681,0
329378,-13426,123236,160,283205,1
150277,167045,309599,126,249703,1
166170,144836,48977,62,229619,1
273936,187979,87812,192,63427,0
984507,70101,336225,23,134658,0
328624,72877,265105,232,146080,0
407801,111621,452252,58,125425,0
253129,-27030,476342,162,275278,1
881876,38858,168727,30,272516,0
896668,-33281,100134,146,231741,1
412850,160058,298369,80,288586,0
668194,56952,397225,184,150907,0
427108,111112,191608,221,159328,0
905554,-920,72987,238,84091,1
794870,-29243,344689,254,117204,1
201107,-26874,120054,292,242949,1
396624,-46479,461411,285,65233,1
615582,26310,304899,236,71993,0
201528,195019,297003,232,293901,0
665412,20907,90590,274,122998,0
538386,16758,473264,240,228395,0
326671,53302,311215,232,56352,0
557926,160473,442290,55,211657,0
334984,16628,128257,93,130810,0
216008,41983,476834,70,200416,0
235508,-17956,98748,62,64785,1
207250,83215,256343,106,256360,0
985296,-47346,285341,219,189503,1
936733,62536,234969,135,261105,0
723653,-16462,47223,228,102691,1
